Last,First,HOF,From,To,Position,Ht,Wt,Month,Day,Year,Country
Kerr,Dave,N,1931,1941,G,70,160,January,11,1910,Canada
Sorrell,John,N,1931,1941,F,71,155,January,16,1906,Canada
Haynes,Paul,N,1931,1941,F,70,160,March,1,1910,Canada
Cude,Wilf,N,1931,1941,G,69,146,July,4,1910,England
Sutherland, Ron ,N,1932,1932,F,70,165,February,8,1907,Canada
Wilson,Hub,N,1932,1932,F,70,180,May,13,1909,Canada
Shea,Pat,N,1932,1932,D,70,190,October,29,1912,USA
Jeremiah,Ed,N,1932,1932,F,69,160,November,4,1905,USA
Holmes,Louis,N,1932,1933,F,70,150,January,29,1911,England
Keating,John,N,1932,1933,F,67,145,February,12,1908,Canada
Alexandre,Art,N,1932,1933,F,65,150,March,2,1909,Canada
Brennan,Doug,N,1932,1934,D,71,180,January,10,1905,Canada
Robertson,Fred,N,1932,1934,D,70,198,October,22,1911,England
Jerwa,Frank,N,1932,1935,F,73,179,March,15,1909,Canada
Burke,Eddie,N,1932,1935,F,68,175,June,3,1907,Canada
Cook,Alex,N,1932,1935,F,70,160,November,20,1907,Canada
Jackson,Percy,N,1932,1936,G,69,165,September,21,1907,Canada
Duguid,Lorne,N,1932,1937,F,71,185,April,4,1910,Canada
Young,Doug,N,1932,1941,D,70,190,October,1,1908,Canada
Coulter, Arthur ,Y,1932,1942,D,71,185,May,31,1909,Canada
Boyd,Irwin,N,1932,1944,F,70,152,November,13,1908,USA
Smith,Normie,N,1932,1945,G,67,165,March,18,1908,Canada
Heller,Ott,N,1932,1946,D,73,190,June,2,1910,Canada
Seibert,Earl,Y,1932,1946,D,74,198,December,7,1911,Canada
Davis,Bob,N,1933,1933,F,73,202,February,2,1899,Canada
Murray,Leo,N,1933,1933,F,69,165,February,15,1906,Canada
Downie,Dave,N,1933,1933,F,68,168,March,11,1909,Canada
Thorsteinson,Joe,N,1933,1933,F,69,157,March,19,1905,Canada
Forslund,Gus,N,1933,1933,F,70,150,April,25,1908,Sweden
McCartney,Walt,N,1933,1933,F,70,160,April,26,1911,Canada
Plaxton,Hugh,N,1933,1933,F,70,184,May,16,1904,Canada
Bellemer,Andy,N,1933,1933,D,71,185,July,3,1903,Canada
Hanson,Emil,N,1933,1933,F,68,165,November,18,1907,USA
Kuhn,Gord,N,1933,1933,F,67,145,November,19,1905,Canada
Burry,Bert,N,1933,1933,D,69,180,NA,NA,NA,Canada
Martin,Ron,N,1933,1934,F,66,130,August,22,1909,Canada
Aitkenhead,Andy,N,1933,1935,G,69,145,March,6,1904,England
Moffat,Ron,N,1933,1935,F,71,180,August,21,1905,USA
McFadyen,Don,N,1933,1936,F,69,163,March,24,1907,Canada
Jackson,Walter,N,1933,1936,F,68,164,June,3,1908,England
Giroux,Art,N,1933,1936,F,70,165,June,6,1908,Canada
Starr,Wilf,N,1933,1936,F,71,190,July,22,1909,Canada
Blake,Mickey,N,1933,1936,F,70,186,October,31,1912,Canada
Riley,Jack,N,1933,1936,F,71,160,December,29,1910,Ireland
Asmundson,Oscar,N,1933,1938,F,71,170,November,17,1908,Canada
Raymond,Paul,N,1933,1939,F,68,150,February,27,1913,Canada
Buswell,Walt,N,1933,1940,D,71,170,November,6,1907,Canada
Pettinger,Gord,N,1933,1940,F,73,175,November,11,1911,Canada
MacKenzie,Bill,N,1933,1940,D,71,175,December,12,1911,Canada
Marker,Gus,N,1933,1942,F,69,162,August,1,1907,Canada
Wiseman,Eddie,N,1933,1942,F,67,160,December,28,1912,Canada
Sands,Charlie,N,1933,1944,F,69,160,March,23,1911,Canada
Wiebe,Art,N,1933,1944,D,70,180,September,28,1912,Canada
Thoms,Bill,N,1933,1945,F,69,170,March,5,1910,Canada
Leswick,Jack,N,1934,1934,F,66,155,January,1,1910,Canada
Lafrance,Adie,N,1934,1934,F,70,165,January,13,1912,Canada
Coulter,Thomas,N,1934,1934,D,74,195,April,21,1911,Canada
Picketts,Hal,N,1934,1934,F,73,183,April,22,1909,Canada
Saunders,Ted,N,1934,1934,F,68,165,August,29,1911,Canada
Smillie,Don,N,1934,1934,F,73,185,September,13,1910,Canada
Harnott,Walter,N,1934,1934,F,70,175,September,24,1909,Canada
Conn, Maitland ,N,1934,1935,F,71,180,October,25,1904,Canada
Frew,Irv,N,1934,1936,D,70,180,August,16,1907,England
Davie,Bob,N,1934,1936,D,73,170,September,12,1912,Canada
Kaminsky,Max,N,1934,1937,F,71,160,April,19,1913,Canada
Williams,Burr,N,1934,1937,D,70,183,August,30,1909,USA
Kalbfleisch,Walter,N,1934,1937,D,70,175,December,18,1911,Canada
Kendall,Bill,N,1934,1938,F,68,168,April,1,1910,Canada
Shannon,Gerry,N,1934,1938,F,71,170,October,25,1910,Canada
Shill,Jack,N,1934,1939,F,69,175,January,12,1913,Canada
Blinco,Russ,N,1934,1939,F,70,171,March,12,1908,Canada
Doran,John,N,1934,1940,D,71,195,May,24,1911,Canada
Bowman,Ralph,N,1934,1940,D,71,190,June,20,1911,Canada
Murray,Allan,N,1934,1940,D,67,165,November,10,1908,Canada
Trudel,Lou,N,1934,1941,F,71,167,July,21,1912,USA
O'Neil,Jim,N,1934,1942,F,68,160,April,3,1913,Canada
Portland,Jack,N,1934,1943,D,74,185,July,30,1912,Canada
Boll,Buzz,N,1934,1944,F,70,166,March,6,1911,Canada
Hollett,William,N,1934,1946,D,73,180,April,13,1912,Canada
Carr,Lorne,N,1934,1946,F,68,161,July,2,1910,Canada
Cain,Herb,N,1934,1946,F,71,180,December,24,1912,Canada
McCulley,Bob,N,1935,1935,F,74,210,February,8,1912,Canada
Collings,Norm,N,1935,1935,F,74,175,May,6,1910,Canada
Crutchfield,Nels,N,1935,1935,F,73,175,July,12,1911,Canada
Savage,Tony,N,1935,1935,D,73,175,July,18,1906,Canada
Hergerts,Fred,N,1935,1936,F,73,190,January,29,1913,Canada
Finnigan,Ed,N,1935,1936,F,68,170,May,23,1913,Canada
Locking,Norm,N,1935,1936,F,73,165,May,24,1911,Canada
Miller,Bill,N,1935,1937,F,73,160,August,1,1908,Canada
McManus,Sammy,N,1935,1937,F,69,160,October,22,1911,England
McGill,Jack,N,1935,1937,F,70,150,November,3,1910,Canada
Connelly,Bert,N,1935,1938,F,71,174,April,22,1909,Canada
Mason,Charley,N,1935,1939,F,70,160,February,1,1912,Canada
Drouin,Polly,N,1935,1941,F,67,160,January,16,1916,Canada
Kelly,Regis,N,1935,1942,F,67,152,January,17,1914,Canada
Kelly,Pete,N,1935,1942,F,71,170,May,22,1913,Canada
Anderson,Tom,N,1935,1942,F,70,180,July,9,1910,England
Motter,Alex,N,1935,1943,F,73,175,June,20,1913,Canada
Purpur,Fido,N,1935,1945,F,66,155,September,26,1914,USA
McDonald,Bucko,N,1935,1945,D,70,205,October,31,1914,Canada
Jackson,Art,N,1935,1945,F,68,165,December,15,1915,Canada
Patrick,Lynn,Y,1935,1946,F,73,192,February,3,1912,Canada
Davidson,Bob,N,1935,1946,F,71,185,February,10,1912,Canada
Schriner,Sweeney,Y,1935,1946,F,73,185,November,30,1911,Russia
Cowley,Bill,Y,1935,1947,F,70,165,June,12,1912,Canada
Metz,Nick,N,1935,1948,F,71,160,February,16,1914,Canada
Blake,Toe,Y,1935,1948,F,70,165,August,21,1912,Canada
Bourcier,Jean,N,1936,1936,F,71,175,January,3,1911,Canada
Leroux,Gaston,N,1936,1936,D,73,195,January,9,1913,Canada
Ouellette,Eddie,N,1936,1936,F,69,181,March,9,1911,Canada
Markle,Jack,N,1936,1936,F,69,155,May,15,1907,Canada
Bourcier,Conrad,N,1936,1936,F,66,155,May,28,1915,Canada
Blake,Bob,N,1936,1936,F,73,200,August,16,1914,USA
Bennett,Max,N,1936,1936,F,66,157,November,4,1912,Canada
Hemmerling,Tony,N,1936,1937,F,71,178,May,15,1914,Canada
Roulston,Rolly,N,1936,1938,F,73,195,April,12,1911,Canada
Besler,Phil,N,1936,1939,F,71,180,December,9,1913,Canada
Desilets,Joffre,N,1936,1940,F,70,170,April,16,1915,Canada
Lorrain,Rod,N,1936,1942,F,65,156,July,26,1914,Canada
Goupille,Cliff,N,1936,1943,D,73,190,September,2,1915,Canada
Gardiner,Bert,N,1936,1944,G,71,160,March,25,1913,Canada
Sherf,John,N,1936,1944,F,71,178,April,8,1913,USA
Getliffe,Ray,N,1936,1945,F,71,175,April,3,1914,Canada
Shibicky,Alex,N,1936,1946,F,73,180,May,19,1914,Canada
Bruneteau,Mud,N,1936,1946,F,71,185,November,28,1914,Canada
Karakas,Mike,N,1936,1946,G,71,147,December,12,1911,USA
Pratt, Walter ,Y,1936,1947,D,75,212,January,7,1916,Canada
Colville,Mac,N,1936,1947,F,69,175,January,8,1916,Canada
Hamilton,Reg,N,1936,1947,D,71,180,April,29,1914,Canada
Cooper,Joe,N,1936,1947,D,74,200,December,14,1914,Canada
Watson,Phil,N,1936,1948,F,71,165,April,24,1914,Canada
Colville,Neil,Y,1936,1949,F,71,175,August,4,1914,Canada
Dumart,Woody,Y,1936,1954,F,73,190,December,23,1916,Canada
Jackson,Lloyd,N,1937,1937,F,69,150,January,7,1912,Canada
Wood,Alex,N,1937,1937,G,71,165,January,15,1911,England
Reid,Gord,N,1937,1937,D,70,195,February,19,1912,Canada
Howard,Jack,N,1937,1937,D,73,190,October,15,1911,Canada
LaPrairie,Benjamin,N,1937,1937,D,70,160,October,20,1911,USA
Suomi,Al,N,1937,1937,F,70,170,October,29,1913,USA
Klingbeil,Ike-Ernest,N,1937,1937,D,70,180,November,3,1908,USA
Schaefer, Paul ,N,1937,1937,D,70,190,November,7,1911,USA
Brink,Milt,N,1937,1937,F,70,165,November,26,1910,USA
Mackie,Howie,N,1937,1938,F,70,190,August,30,1913,Canada
Fowler,Jimmy,N,1937,1939,D,71,168,April,6,1915,Canada
Brown,George,N,1937,1939,F,71,185,May,17,1912,Canada
Parsons,George,N,1937,1939,F,71,174,June,28,1914,Canada
Deacon,Don,N,1937,1940,F,69,190,June,2,1913,Canada
Cunningham,Les,N,1937,1940,F,68,165,October,4,1913,Canada
Beisler,Frank,N,1937,1940,D,74,190,October,18,1913,USA
Moore,Alfie,N,1937,1940,G,71,155,December,1,1905,Canada
Krol,Joe,N,1937,1942,F,71,173,August,13,1915,Canada
Orlando,Jimmy,N,1937,1943,D,71,185,February,27,1916,Canada
Drillon,Gordie,Y,1937,1943,F,74,178,October,23,1913,Canada
Field,Wilf,N,1937,1945,D,71,185,April,29,1915,Canada
Leswick,Pete,N,1937,1945,F,67,163,July,12,1916,Canada
Wares,Eddie,N,1937,1947,D,71,182,March,19,1915,Canada
Jackson,Harold,N,1937,1947,D,73,195,August,1,1918,Canada
Smith,Clint,Y,1937,1947,F,68,165,December,12,1913,Canada
Apps,Syl,Y,1937,1948,F,73,185,January,18,1915,Canada
Hextall,Bryan,Y,1937,1948,F,70,180,July,31,1913,Canada
Bauer,Bobby,Y,1937,1952,F,66,150,February,16,1915,Canada
Broda,Turk,Y,1937,1952,G,69,180,May,15,1914,Canada
Schmidt,Milt,Y,1937,1955,F,73,185,March,5,1918,Canada
Bessone,Pete,N,1938,1938,D,71,200,January,13,1913,USA
Drouillard,Clarence,N,1938,1938,F,67,150,March,2,1914,Canada
Gauthier,Paul,N,1938,1938,G,65,125,March,6,1915,Canada
Kirk,Bobby,N,1938,1938,F,69,180,August,8,1909,England
Nicholson, Ivan ,N,1938,1938,F,70,170,September,9,1911,Canada
Croghan,Maurice,N,1938,1938,D,71,185,November,19,1914,Canada
Ahlin,Rudy,N,1938,1938,F,71,176,December,13,1908,USA
Hanson,Oscar,N,1938,1938,F,70,175,December,27,1909,USA
Willson,Don,N,1938,1939,F,68,157,January,1,1914,Canada
Molyneaux,Larry,N,1938,1939,D,71,208,July,9,1912,Canada
Raymond,Armand,N,1938,1940,D,69,185,January,12,1913,USA
Hudson,Ron,N,1938,1940,F,68,148,July,14,1911,Canada
Corrigan, Charles ,N,1938,1941,F,74,192,May,22,1916,Canada
Smith,Des,N,1938,1942,D,73,185,February,22,1914,Canada
Kampman, Rudolph ,N,1938,1942,D,70,187,March,12,1914,Canada
Robertson,Earl,N,1938,1942,G,70,165,November,24,1910,Canada
Mancuso, Felix ,N,1938,1943,F,67,160,April,11,1914,Canada
Demers,Tony,N,1938,1944,F,69,180,July,22,1917,Canada
Heyliger,Vic,N,1938,1944,F,69,175,September,26,1912,USA
Franks,Jimmy,N,1938,1944,G,71,156,November,8,1914,Canada
Johnson,Virgil,N,1938,1945,D,69,165,March,4,1912,USA
Dahlstrom,Carl,N,1938,1945,F,71,175,July,3,1912,USA
Armstrong,Murray,N,1938,1946,F,70,170,January,1,1916,Canada
Hill,Mel,N,1938,1946,F,70,175,February,15,1914,Canada
Hiller,Wilbert,N,1938,1946,F,68,170,May,11,1915,Canada
Liscombe,Carl,N,1938,1946,F,67,162,May,17,1915,Canada
Patrick, Murray ,N,1938,1946,D,74,200,June,28,1915,Canada
Chamberlain,Erwin,N,1938,1949,F,71,165,February,14,1915,Canada
Crawford,Jack,N,1938,1950,D,71,200,October,26,1916,Canada
Hamill,Robert,N,1938,1951,F,71,180,January,11,1917,Canada
Teno,Harvey,N,1939,1939,G,67,175,February,15,1915,Canada
Tremblay,Marcel,N,1939,1939,F,71,165,July,4,1915,Canada
Frost,Harry,N,1939,1939,F,71,165,August,17,1914,Canada
Bourque,Claude,N,1939,1940,G,66,140,March,31,1915,Canada
Keating,Jack,N,1939,1940,F,73,180,October,9,1916,Canada
Mann,Norm,N,1939,1941,F,70,155,March,3,1914,England
McReavy,Pat,N,1939,1942,F,71,165,January,16,1918,Canada
Carse,Bill,N,1939,1942,F,68,165,May,29,1914,Canada
Summerhill,Bill,N,1939,1942,F,69,170,July,9,1915,Canada
Bush,Eddie,N,1939,1942,D,73,195,July,11,1918,Canada
Giesebrecht,Roy,N,1939,1942,F,73,177,September,14,1917,Canada
Langelle,Pete,N,1939,1942,F,71,170,November,4,1917,Canada
Heron,Robert,N,1939,1942,F,71,170,December,31,1917,Canada
Brown,Connie,N,1939,1943,F,67,168,January,11,1917,Canada
Jones, Alvin ,N,1939,1943,D,71,200,August,17,1918,Canada
Kilrea,Ken,N,1939,1944,F,73,170,January,16,1919,Canada
Thomson,Bill,N,1939,1944,F,69,162,March,23,1914,England
Shewchuk,Jack,N,1939,1945,D,73,190,June,19,1917,Canada
Church,Jack,N,1939,1946,D,71,180,May,24,1915,Canada
Reardon,Terry,N,1939,1947,F,70,170,April,6,1919,Canada
Grosso,Don,N,1939,1947,F,71,170,April,12,1915,Canada
DeMarco,Ab,N,1939,1947,F,73,168,May,10,1916,Canada
Allen,George,N,1939,1947,F,70,162,July,27,1914,Canada
Brimsek,Frank,Y,1939,1950,G,69,170,September,26,1915,USA
Stewart,Jack,Y,1939,1952,D,70,190,May,6,1917,Canada
Conacher,Roy,Y,1939,1952,F,74,175,October,5,1916,Canada
Abel,Sid,Y,1939,1954,F,71,170,February,22,1918,Canada
Shannon,Chuck,N,1940,1940,D,71,192,March,22,1916,Canada
Stein,Phil,N,1940,1940,G,71,NA,September,13,1913,Canada
Poirier,Gordie,N,1940,1940,F,66,150,October,27,1914,Canada
Peer,Bert,N,1940,1940,F,71,175,November,12,1910,Canada
Tomson,Jack,N,1940,1941,D,73,175,January,31,1918,England
Goodman,Paul,N,1940,1941,G,70,165,February,25,1905,Canada
Chisholm,Lex,N,1940,1941,F,71,175,April,1,1915,Canada
Polich,John,N,1940,1941,F,74,200,July,8,1916,USA
Smith,Stan,N,1940,1941,F,70,165,August,13,1917,Canada
Meronek,Bill,N,1940,1943,F,69,155,April,15,1917,Canada
Fisher,Joe,N,1940,1943,F,73,175,July,4,1916,Canada
Hergesheimer,Phil,N,1940,1943,F,70,175,July,9,1914,Canada
Thomson,Rhys,N,1940,1943,D,73,195,August,9,1918,Canada
MacDonald, James ,N,1940,1945,F,71,178,September,6,1914,Canada
McDonald, Byron ,N,1940,1945,F,73,185,November,21,1916,Canada
Chad,John,N,1940,1946,F,70,167,September,16,1919,Canada
Goldup,Hank,N,1940,1946,F,71,175,October,29,1918,Canada
Pike,Alf,N,1940,1947,F,73,187,September,15,1917,Canada
Taylor,Billy,N,1940,1948,F,69,150,May,3,1919,Canada
Carse,Bob,N,1940,1948,F,69,170,July,19,1919,Canada
Metz,Don,N,1940,1949,F,70,165,January,10,1916,Canada
Egan,Pat,N,1940,1951,D,70,195,April,25,1918,Canada
Stanowski,Wally,N,1940,1951,D,71,180,April,28,1919,Canada
Bentley,Doug,Y,1940,1954,F,68,145,September,3,1916,Canada
MacKay, David ,N,1941,1941,D,73,210,January,14,1919,Canada
Singbush,Alex,N,1941,1941,D,71,180,January,31,1914,Canada
Finkbeiner,Lloyd,N,1941,1941,F,70,175,April,12,1920,Canada
Slobodian,Peter,N,1941,1941,D,73,185,April,24,1918,Canada
Wilder,Arch,N,1941,1941,F,69,155,April,30,1917,Canada
Adams,John,N,1941,1941,F,70,163,May,5,1920,Canada
Allen,Viv,N,1941,1941,F,66,140,September,9,1916,Canada
Allum,Bill,N,1941,1941,D,71,194,October,9,1916,Canada
Herchenratter,Art,N,1941,1941,F,73,185,November,24,1917,Canada
LoPresti,Sam,N,1941,1942,G,71,200,January,30,1917,USA
Wycherley,Ralph,N,1941,1942,F,73,185,February,26,1920,Canada
O'Flaherty,Peanuts,N,1941,1942,F,67,154,April,10,1918,Canada
Branigan,Andy,N,1941,1942,D,71,190,April,11,1922,Canada
Benson,Bill,N,1941,1942,F,71,165,July,29,1920,Canada
Smith,Stu,N,1941,1942,F,68,165,September,25,1918,Canada
Whitelaw,Bob,N,1941,1942,D,71,185,October,5,1916,England
Behling,Dick,N,1941,1943,D,73,195,March,16,1916,Canada
Graboski,Tony,N,1941,1943,F,70,178,May,9,1916,Canada
Thurier,Fred,N,1941,1945,F,71,160,January,11,1916,Canada
Hunt,Fred,N,1941,1945,F,68,160,January,17,1918,Canada
Papike,Joe,N,1941,1945,F,73,175,March,28,1915,USA
Jennings,Bill,N,1941,1945,F,70,165,June,28,1917,Canada
Bruce,Gordie,N,1941,1946,F,71,190,May,9,1919,Canada
Benoit,Joe,N,1941,1947,F,70,160,February,27,1916,Canada
Bibeault,Paul,N,1941,1947,G,69,160,April,13,1919,Canada
Larson,Norm,N,1941,1947,F,73,175,October,13,1920,Canada
Mowers,Johnny,N,1941,1947,G,71,185,October,29,1916,Canada
Douglas,Les,N,1941,1947,F,69,165,December,5,1918,Canada
Quilty,John,N,1941,1948,F,70,175,January,21,1921,Canada
Mariucci,John,Y,1941,1948,D,70,200,May,8,1916,USA
Foster,Herb,N,1941,1948,F,70,168,August,9,1913,Canada
Bruneteau,Eddie,N,1941,1949,F,69,172,August,1,1919,Canada
Reardon,Ken,Y,1941,1950,D,70,180,April,1,1921,Canada
Carveth,Joe,N,1941,1951,F,70,180,March,21,1918,Canada
Juzda,Bill,N,1941,1952,D,69,190,October,29,1920,Canada
Rayner,Chuck,Y,1941,1953,G,71,190,August,11,1920,Canada
Lach,Elmer,Y,1941,1954,F,70,165,January,22,1918,Canada
Bentley,Max,Y,1941,1954,F,70,155,March,1,1920,Canada
Tustin,Norm,N,1942,1942,F,71,175,January,3,1919,Canada
Burns,Norm,N,1942,1942,F,73,195,February,20,1918,Canada
Dickie,Bill,N,1942,1942,G,68,185,February,20,1916,Canada
Turner,Joe,N,1942,1942,G,70,182,March,28,1919,Canada
Stewart,Ken,N,1942,1942,D,73,175,March,29,1913,Canada
Haggerty,Jim,N,1942,1942,F,71,167,April,14,1914,Canada
Gronsdahl,Lloyd,N,1942,1942,F,69,170,May,10,1921,Canada
Damore,Nick,N,1942,1942,G,66,160,July,10,1916,Canada
Knott,Nick,N,1942,1942,D,74,200,July,23,1920,Canada
McAndrew,Hazen,N,1942,1942,D,70,175,August,7,1917,Canada
Tudin,Connie,N,1942,1942,F,71,170,September,21,1917,Canada
Dame, Napoleon ,N,1942,1942,F,69,160,December,6,1913,Canada
Morin,Pete,N,1942,1942,F,66,150,December,8,1915,Canada
Tuten,Aud,N,1942,1943,D,70,180,January,14,1915,USA
Heffernan,Gerry,N,1942,1944,F,69,160,July,24,1916,Canada
Mario,Frank,N,1942,1945,F,68,170,February,25,1921,Canada
McCreedy,John,N,1942,1945,F,69,160,March,23,1911,Canada
Mitchell,Red,N,1942,1945,D,70,185,September,6,1912,Canada
Kuntz,Alan,N,1942,1946,F,71,165,June,4,1919,Canada
Brown,Gerry,N,1942,1946,F,69,170,July,7,1917,Canada
Macey, Hubert ,N,1942,1947,F,68,178,April,13,1921,Canada
Johnston,George,N,1942,1947,F,68,160,July,30,1920,Canada
McGill,Jack,N,1942,1947,F,73,180,September,19,1920,Canada
Lamoureux,Leo,N,1942,1947,F,71,175,October,1,1916,Canada
Thompson,Cliff,N,1942,1949,D,71,185,December,9,1918,USA
Warwick,Grant,N,1942,1950,F,66,155,October,11,1921,Canada
McCaig,Doug,N,1942,1951,D,73,190,February,24,1919,Canada
O'Connor,Buddy,Y,1942,1951,F,68,142,June,21,1916,Canada
Dickens,Ernie,N,1942,1951,D,73,175,June,25,1921,Canada
Kaleta,Alex,N,1942,1951,F,73,175,November,29,1919,Canada
Brown,Adam,N,1942,1952,F,69,175,February,4,1920,England
Martin,Clare,N,1942,1952,D,71,180,February,25,1922,Canada
Henry,Jim,N,1942,1955,G,69,165,October,23,1920,Canada
Mosienko,Bill,Y,1942,1955,F,68,160,November,2,1921,Canada
Goldham,Bob,N,1942,1956,D,74,195,May,12,1922,Canada
Bouchard,Butch,Y,1942,1956,D,74,205,September,11,1920,Canada
Watson,Harry,Y,1942,1957,F,73,207,May,6,1923,Canada
Mosdell,Ken,N,1942,1958,F,73,170,July,13,1922,Canada
Bentley,Reg,N,1943,1943,F,68,155,May,3,1914,Canada
Phillips,Charlie,N,1943,1943,D,71,200,May,10,1917,Canada
Smart,Alex,N,1943,1943,F,70,150,May,29,1918,Canada
Carbol,Leo,N,1943,1943,D,71,170,June,5,1908,Canada
Bouvrette,Lionel,N,1943,1943,G,69,165,June,10,1914,Canada
Laforce,Ernie,N,1943,1943,D,71,175,June,23,1916,Canada
Tatchell,Spence,N,1943,1943,D,71,175,July,16,1924,Canada
Garrett,Dudley,N,1943,1943,D,71,190,July,24,1924,Canada
Mailley,Frank,N,1943,1943,D,69,182,August,1,1916,Canada
Mayer,Shep,N,1943,1943,F,68,180,September,11,1923,Canada
McGibbon,Irv,N,1943,1943,F,73,180,October,11,1914,Canada
Buzinski,Steve,N,1943,1943,G,68,140,October,15,1917,Canada
Cameron,Angus,N,1943,1943,F,74,175,November,5,1921,Canada
Forsey,Jack,N,1943,1943,F,71,170,November,7,1914,Canada
Schmidt,Jackie/John,N,1943,1943,F,70,155,November,11,1924,Canada
Myles,Vic,N,1943,1943,D,73,208,November,12,1915,Canada
Kirkpatrick,Bob,N,1943,1943,F,70,165,December,1,1915,Canada
Dheere,Marcel,N,1943,1943,F,67,175,December,19,1920,Canada
Bend,Lin,N,1943,1943,F,70,165,December,20,1922,Canada
Lee,Bobby,N,1943,1943,F,70,165,December,28,1911,Canada
Aubuchon,Ossie,N,1943,1944,F,70,175,January,1,1917,Canada
Ingoldsby,Johnny,N,1943,1944,F,74,210,June,21,1924,Canada
Mahaffy,John,N,1943,1944,F,67,165,July,18,1919,Canada
Davidson,Gord,N,1943,1944,D,71,188,August,5,1918,Canada
Gooden,Bill,N,1943,1944,F,69,175,September,8,1923,Canada
Boothman,George,N,1943,1944,F,74,175,September,25,1916,Canada
Schmidt,Otto,N,1943,1944,D,70,157,November,5,1926,Canada
Warwick,Billy,N,1943,1944,F,67,155,November,17,1924,Canada
McLean,Jack,N,1943,1945,F,68,165,January,31,1923,Canada
McAtee,Jud,N,1943,1945,F,69,170,February,5,1920,Canada
Simon,John,N,1943,1945,D,70,190,May,8,1918,Canada
Calladine,Norm,N,1943,1945,F,69,155,July,30,1916,Canada
Shack,Joe,N,1943,1945,F,70,170,December,8,1915,Canada
Holota,John,N,1943,1946,F,66,160,February,25,1921,Canada
Hamilton,Jack,N,1943,1946,F,67,170,June,2,1925,Canada
Shill,Bill,N,1943,1947,F,73,175,March,6,1923,Canada
Bell,Joe,N,1943,1947,F,69,165,November,27,1923,Canada
Gallinger,Don,N,1943,1948,F,73,170,April,16,1925,Canada
Poile,Bud,Y,1943,1950,F,73,189,February,10,1924,Canada
Harmon,Glen,N,1943,1951,D,69,165,January,2,1921,Canada
Copp,Bobby,N,1943,1951,D,71,180,November,15,1918,Canada
Guidolin,Bep,N,1943,1952,F,68,175,December,9,1925,Canada
Stewart,Gaye,N,1943,1953,F,71,175,June,23,1923,Canada
Lynn,Vic,N,1943,1954,F,70,175,January,26,1925,Canada
Quackenbush,Bill,Y,1943,1956,D,71,190,March,2,1922,Canada
Kennedy,Ted,Y,1943,1957,F,71,175,December,12,1925,Canada
Richard,Maurice,Y,1943,1960,F,70,170,August,4,1921,Canada
McDonald,Robert,N,1944,1944,F,70,170,January,4,1923,Canada
Labovitch,Max,N,1944,1944,F,71,165,January,18,1924,Canada
Kane,Francis,N,1944,1944,D,71,186,January,19,1923,Canada
Rittinger,Alan,N,1944,1944,F,69,155,January,28,1925,Canada
Fraser,Archie,N,1944,1944,F,71,160,February,9,1914,Canada
Courteau,Maurice,N,1944,1944,G,68,162,February,18,1920,Canada
Bennett,Frank,N,1944,1944,F,71,182,March,4,1922,Canada
Buttrey,Gord,N,1944,1944,F,73,180,March,17,1926,Canada
Jamieson,Jim,N,1944,1944,D,69,170,March,21,1922,Canada
Sherritt,Gordon,N,1944,1944,D,73,195,April,8,1919,Canada
Kopak,Russ,N,1944,1944,F,70,158,April,26,1924,Canada
Dewar,Tom,N,1944,1944,D,69,170,June,10,1913,Canada
Webster,Don,N,1944,1944,F,68,180,July,3,1924,Canada
Wilkinson,John,N,1944,1944,D,71,195,July,9,1911,Canada
Campbell,Don,N,1944,1944,F,70,175,July,12,1925,Canada
Damore,Hank,N,1944,1944,F,66,200,July,17,1919,Canada
Palazzari,Aldo,N,1944,1944,F,67,168,July,25,1918,USA
Smith,Nakina/Dalton,N,1944,1944,F,70,150,July,26,1915,Canada
Mohns,Lloyd,N,1944,1944,D,69,185,July,31,1921,Canada
Abbott,George,N,1944,1944,G,67,153,August,3,1911,Canada
Walton,Bobby,N,1944,1944,F,69,165,August,5,1912,Canada
Dunlap,Frank,N,1944,1944,F,73,185,August,10,1924,Canada
Farrant,Walt,N,1944,1944,F,70,155,August,12,1912,Canada
Prentice,Eric,N,1944,1944,F,71,150,August,22,1926,Canada
Grigor,George,N,1944,1944,F,67,150,September,3,1916,England
Dyck,Henry,N,1944,1944,F,68,155,September,5,1912,Canada
Schmidt,Clarence,N,1944,1944,F,71,165,September,17,1925,USA
Smith,Carl,N,1944,1944,F,65,150,September,18,1917,Canada
Dyte,Jack,N,1944,1944,D,73,190,October,13,1918,Canada
Toupin,Jacques,N,1944,1944,F,67,155,November,10,1910,Canada
Ruelle,Bernie,N,1944,1944,F,69,165,November,23,1920,USA
Zunich,Rudy,N,1944,1944,D,69,170,November,24,1910,USA
McDonald,Jack,N,1944,1944,F,71,205,November,24,1921,Canada
